GP_DIFF,PTS_DIFF,FG_PCT_DIFF,FG3_PCT_DIFF,FT_PCT_DIFF,OREB_DIFF,DREB_DIFF,AST_DIFF,TOV_DIFF,PLUS_MINUS_DIFF,OFF_RATING_DIFF,DEF_RATING_DIFF,AST_PCT_DIFF,AST_TO_DIFF,AST_RATIO_DIFF,EFG_PCT_DIFF,TS_PCT_DIFF,PIE_DIFF,HOME_TEAM,WINNER
-2.0,9.799999999999997,0.04899999999999999,0.03700000000000003,-0.04299999999999993,-1.5,2.6999999999999993,1.3000000000000007,-1.3999999999999986,10.9,9.799999999999997,-0.7000000000000028,-0.017000000000000015,0.2100000000000002,0.8999999999999986,0.05800000000000005,0.052000000000000046,0.08900000000000002,0,1
-2.0,9.799999999999997,0.04699999999999993,0.03899999999999998,-0.04299999999999993,-1.5,2.4999999999999964,1.1999999999999993,-1.5,10.399999999999999,9.799999999999997,-0.5,-0.017000000000000015,0.2100000000000002,0.9000000000000021,0.056999999999999995,0.051000000000000045,0.08700000000000002,1,1
1.0,12.900000000000006,0.061,0.059,-0.01100000000000012,-0.6999999999999993,0.29999999999999716,3.0,-0.5,11.9,12.900000000000006,1.2000000000000028,-0.0050000000000000044,0.20999999999999996,1.8000000000000007,0.07600000000000001,0.06499999999999995,0.10400000000000004,0,0
0.0,12.899999999999991,0.065,0.034999999999999976,-0.03400000000000003,-1.1999999999999993,-1.5,3.599999999999998,-1.6000000000000014,9.7,12.899999999999991,3.200000000000003,0.007000000000000006,0.33000000000000007,2.3000000000000007,0.07800000000000001,0.06500000000000006,0.08500000000000002,1,1
0.0,7.400000000000006,0.03899999999999998,0.04999999999999999,-0.04299999999999993,-3.9000000000000004,1.9000000000000021,3.799999999999997,-4.5,14.2,7.400000000000006,-6.6000000000000085,0.038000000000000034,0.6800000000000002,2.799999999999999,0.056999999999999995,0.03899999999999998,0.09800000000000009,0,1
-4.0,7.599999999999994,0.03899999999999998,-0.023999999999999966,-0.03400000000000003,-4.0,1.5,3.0,-5.100000000000001,14.600000000000001,7.599999999999994,-7.299999999999997,0.018000000000000016,0.6300000000000001,2.4000000000000004,0.05099999999999999,0.03700000000000003,0.11299999999999993,0,0
-4.0,8.200000000000003,0.04700000000000004,-0.02899999999999997,-0.04200000000000004,-4.500000000000002,1.1999999999999957,2.6999999999999993,-5.199999999999999,16.1,8.200000000000003,-8.299999999999997,0.009000000000000008,0.5899999999999999,2.200000000000001,0.05600000000000005,0.04200000000000004,0.127,1,1
-1.0,6.099999999999994,0.05400000000000005,-0.023999999999999966,-0.05300000000000016,-5.700000000000001,-0.6000000000000014,2.3000000000000007,-3.6000000000000014,11.1,6.099999999999994,-4.799999999999997,0.019000000000000017,0.3999999999999999,2.3000000000000007,0.064,0.05099999999999999,0.09299999999999997,1,1
0.0,-0.8999999999999915,0.010000000000000009,0.01100000000000001,-0.04600000000000004,-2.5,0.5999999999999943,2.8000000000000007,-0.9999999999999982,3.5,-0.8999999999999915,-4.3999999999999915,0.05699999999999994,0.27,1.8999999999999986,0.014999999999999958,0.0020000000000000018,0.026000000000000023,0,1
0.0,-3.1000000000000085,0.013000000000000067,-0.020999999999999963,-0.05699999999999994,-3.400000000000002,1.1000000000000014,3.3999999999999986,-0.8000000000000007,1.4000000000000001,-3.1000000000000085,-3.8999999999999915,0.07100000000000006,0.26,2.4000000000000004,0.01699999999999996,-0.0030000000000000027,0.016000000000000014,1,0
2.0,-4.700000000000003,0.006999999999999951,-0.023999999999999966,-0.050999999999999934,-3.700000000000001,0.7000000000000028,1.6999999999999993,-1.7000000000000028,-1.2000000000000002,-4.700000000000003,-3.200000000000003,0.020000000000000018,0.22999999999999998,1.5,0.007999999999999952,-0.017000000000000015,-0.017000000000000015,0,0
-1.0,-6.599999999999994,-0.031000000000000028,-0.04899999999999999,0.017000000000000015,-0.8000000000000007,-1.6000000000000014,2.0,-2.3999999999999986,2.3,-6.599999999999994,-8.700000000000003,0.07500000000000007,0.32000000000000006,1.3999999999999986,-0.027000000000000024,-0.03699999999999998,-0.0020000000000000018,1,1
0.0,2.799999999999997,0.011999999999999955,-0.003999999999999948,-0.03200000000000003,-0.29999999999999893,-0.7000000000000028,2.8999999999999986,-1.3000000000000007,5.0,2.799999999999997,-2.4000000000000057,0.05900000000000005,0.33000000000000007,1.6999999999999993,0.007000000000000062,0.006000000000000005,0.04699999999999993,1,1
0.0,1.7000000000000028,0.002999999999999947,-0.006999999999999951,-0.03200000000000003,-0.1999999999999993,-0.8000000000000043,2.5,-1.5,4.1,1.7000000000000028,-2.6999999999999886,0.05999999999999994,0.33000000000000007,1.4000000000000021,-0.0030000000000000027,-0.0030000000000000027,0.041000000000000036,0,1
0.0,4.599999999999994,0.01699999999999996,0.017000000000000015,0.004000000000000115,-1.0999999999999996,-0.8999999999999986,2.5,-1.0999999999999996,7.1,4.599999999999994,-2.700000000000003,0.06999999999999995,0.27,1.5999999999999979,0.010999999999999954,0.02300000000000002,0.0779999999999999,0,0
0.0,4.299999999999997,0.004000000000000059,-0.020999999999999963,-0.08900000000000008,-0.6999999999999993,2.8999999999999986,8.5,-6.300000000000001,7.000000000000001,4.299999999999997,-4.099999999999994,0.2019999999999999,1.24,5.100000000000001,0.0,0.0010000000000000009,0.11299999999999999,1,1
